epoch,fsops_rate,proc_state,minor_flt,major_flt,utime,ktime,num_threads,vmem_sz,pmem_sz,swap_bytes_used,swap_sdb1_bytes_read,swap_sdb1_bytes_written,ext4_capacity,ext4_free,ext4_inodes,ext4_ifree,xfs_capacity,xfs_free,xfs_inodes,xfs_ifree,
7616.277758568,7.398,D,107793291,6022937,65400,210615,2,171592982528,65962135552,104696569856,2457.09,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7621.278855451,7.398,D,107868417,6027399,65453,210821,2,171592982528,65962147840,104696569856,2457.06,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7626.279580608,6.399,R,107943282,6031608,65507,211014,2,171610021888,65977475072,104696569856,3276.32,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7631.280480351,6.599,D,108017924,6035593,65566,211201,2,171592982528,65962168320,104696569856,1638.11,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7636.281222018,6.599,R,108087302,6039560,65616,211380,2,171610021888,65974616064,104696569856,2457.24,0.00,241664,192512,32,21,11776000,11546624,8192,8188,
7641.281921316,5.999,S,108163022,6043539,65668,211589,2,171592982528,65962188800,104696569856,2457.26,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7646.282855134,7.399,D,108238150,6048001,65726,211798,2,171592982528,65962201088,104696569856,2457.14,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7651.283627270,6.799,D,108313023,6052219,65775,211979,2,171592982528,65962209280,104696569856,1638.15,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7656.284127367,7.599,D,108396715,6056933,65832,212160,2,171592982528,65962217472,104696569856,2457.35,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7661.285246008,6.998,R,108482478,6061162,65903,212340,2,171610021888,65972633600,104696569856,1638.03,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7666.286198616,7.599,S,108555539,6066110,65967,212525,2,171592982528,65962242048,104696569856,3276.18,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7671.286972602,5.999,R,108638232,6069851,66028,212720,2,171592982528,65962246144,104696307712,1638.15,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7676.287913151,7.599,R,108703052,6074301,66089,212904,2,171610021888,65971048448,104696307712,4095.23,0.00,241664,212992,32,21,11776000,11567104,8192,8188,
7681.289779058,6.797,D,108775770,6078518,66154,213087,2,171592982528,65962278912,104696045568,1637.79,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7686.291010078,7.198,R,108859110,6082984,66217,213261,2,171610021888,65978908672,104696045568,1638.00,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7691.291932109,7.199,R,108938739,6087698,66284,213450,2,171592982528,65962295296,104696045568,2457.15,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7696.292813103,7.399,R,109018026,6092166,66343,213652,2,171592982528,65962311680,104696045568,3276.22,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7701.293783253,6.999,R,109097274,6096596,66412,213855,2,171610021888,65976102912,104696045568,2457.12,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7706.294660198,6.199,D,109171699,6100363,66466,214044,2,171592982528,65962323968,104696045568,819.06,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7711.295647418,6.999,R,109263368,6104772,66522,214247,2,171610021888,65973051392,104696045568,1638.08,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7716.296590080,7.599,R,109322145,6109289,66581,214396,2,171610021888,65963028480,104696045568,4914.27,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7721.297340031,6.799,D,109405144,6113515,66645,214608,2,171592982528,65962356736,104696045568,819.08,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7726.297856206,7.199,R,109488148,6117983,66705,214771,2,171610021888,65977507840,104696045568,2457.35,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7731.298568498,7.599,R,109560158,6122688,66761,214968,2,171610021888,65963732992,104696045568,3276.33,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7736.299188734,7.599,D,109643492,6127402,66812,215160,2,171592982528,65962393600,104696045568,2457.30,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7741.300037158,7.199,D,109722780,6131868,66873,215361,2,171592982528,65962401792,104696045568,2457.18,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7746.300830234,6.399,R,109805871,6135998,66935,215534,2,171610021888,65971597312,104696045568,1638.14,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7751.301674181,6.799,D,109876692,6140309,66988,215714,2,171592982528,65962418176,104695783424,1638.12,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7756.302438012,7.199,R,109969088,6144548,67051,215916,2,171610021888,65966075904,104695783424,2457.22,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
7761.303292158,7.199,D,110026697,6148990,67117,216065,2,171592982528,65962442752,104695783424,3276.24,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
7766.304271112,7.199,R,110108247,6153458,67183,216252,2,171610021888,65971650560,104695783424,2457.12,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7771.305344277,7.198,D,110185254,6157921,67242,216455,2,171592982528,65962459136,104695783424,819.02,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7776.306403550,7.198,D,110264535,6162388,67306,216642,2,171592982528,65962471424,104695783424,2457.08,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7781.307191652,6.999,D,110343827,6166855,67365,216810,2,171592982528,65962483712,104695783424,2457.21,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7786.308267771,6.998,R,110431171,6171087,67423,217021,2,171592982528,65962487808,104695783424,1638.05,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7791.309069817,6.599,D,110501890,6175300,67473,217218,2,171592982528,65962496000,104695783424,1638.14,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7796.309903159,7.599,D,110577268,6180006,67523,217419,2,171592982528,65962512384,104695783424,3276.25,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7801.310713219,6.999,R,110656497,6184421,67580,217621,2,171610021888,65974775808,104695783424,3276.27,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7806.311652833,6.799,R,110738184,6188453,67646,217837,2,171610021888,65974153216,104695783424,819.05,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7811.313422234,7.597,D,110810718,6193159,67702,218029,2,171592982528,65962549248,104695783424,4094.55,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7816.314550451,6.798,D,110885598,6197377,67751,218203,2,171592982528,65962557440,104695783424,2457.05,0.00,241664,167936,32,21,11776000,11526144,8192,8188,
7821.315439595,6.199,D,110956065,6201347,67808,218398,2,171592982528,65962565632,104695783424,1638.11,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
7826.316599335,7.198,D,111035353,6205814,67859,218603,2,171592982528,65962577920,104695783424,2457.03,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
7831.317742770,7.398,D,111114637,6210281,67923,218797,2,171592982528,65962590208,104695783424,3276.05,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7836.319558244,6.398,D,111185122,6214251,67986,218971,2,171592982528,65962598400,104695783424,1637.81,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7841.320720644,5.999,R,111255455,6218084,68043,219123,2,171610021888,65968734208,104695783424,2457.03,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7846.321703408,7.599,R,111338018,6222688,68105,219310,2,171610021888,65975455744,104695783424,1638.08,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7851.323333901,6.598,D,111430539,6226928,68172,219517,2,171592982528,65962614784,104695783424,0.00,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7856.324289801,7.799,D,111493448,6231620,68227,219692,2,171592982528,65962639360,104695783424,4095.22,0.00,241664,200704,32,21,11776000,11554816,8192,8188,
7861.325055520,7.199,R,111576976,6236184,68289,219888,2,171610021888,65968771072,104695783424,9009.82,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
7866.325935504,6.399,R,111647598,6240304,68341,220091,2,171592982528,65962655744,104695783424,1638.11,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7871.326873460,7.599,D,111726882,6244771,68403,220275,2,171592982528,65962668032,104695783424,3276.19,0.00,241664,172032,32,20,11776000,11534336,8192,8187,
7876.327695646,6.999,D,111806177,6249238,68465,220433,2,171592982528,65962680320,104695783424,2457.20,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7881.328612189,7.399,D,111885457,6253705,68533,220621,2,171592982528,65962692608,104695783424,2457.15,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7886.329526421,6.799,R,111969046,6257934,68591,220828,2,171610021888,65964322816,104695783424,2457.15,0.00,241664,212992,32,21,11776000,11567104,8192,8188,
7891.330466474,7.399,D,112048188,6262643,68660,221011,2,171592982528,65962713088,104695783424,2457.14,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7896.331412715,7.199,D,112123315,6267105,68721,221209,2,171592982528,65962725376,104695783424,2457.14,0.00,241664,163840,32,20,11776000,11526144,8192,8187,
7901.332264796,6.599,R,112195164,6271076,68773,221393,2,171610021888,65968275456,104695783424,2457.18,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
7906.333171592,7.199,R,112276041,6275542,68843,221579,2,171610021888,65974771712,104695783424,1638.10,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7911.335061450,6.398,R,112347808,6279614,68895,221763,2,171610021888,65968881664,104695783424,3275.56,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7916.336057792,7.598,R,112434917,6284233,68956,221945,2,171610021888,65977094144,104695783424,2457.11,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7921.336681897,7.199,R,112514845,6288703,69023,222136,2,171592982528,65962774528,104695783424,1638.20,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7926.337650205,7.199,D,112585815,6293159,69079,222305,2,171592982528,65962782720,104695783424,1638.08,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7931.338772705,6.798,D,112664848,6297383,69137,222491,2,171592982528,65962795008,104695783424,3276.06,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7936.339704639,6.199,D,112735326,6301352,69197,222668,2,171592982528,65962799104,104695783424,819.05,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7941.340609753,6.599,R,112830851,6305468,69255,222888,2,171610021888,65970458624,104695783424,819.05,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
7946.341491322,6.599,D,112888995,6309551,69304,223032,2,171592982528,65962823680,104695783424,4095.28,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
7951.342238327,5.999,D,112942596,6313260,69344,223165,2,171592982528,65962840064,104695783424,3276.31,0.00,241664,172032,32,20,11776000,11534336,8192,8187,
7956.343092782,6.599,D,113017225,6317234,69391,223360,2,171592982528,65962844160,104695783424,819.06,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7961.343971742,6.799,R,113104571,6321467,69451,223569,2,171592982528,65962852352,104695783424,2457.17,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7966.344795946,7.199,R,113175628,6326013,69501,223772,2,171610021888,65968992256,104695783424,3276.26,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7971.345621127,7.199,S,113255079,6330634,69564,223968,2,171592982528,65962876928,104695783424,1638.13,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
7976.347777236,7.397,D,113338527,6335105,69620,224167,2,171592982528,65962885120,104695521280,2456.54,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
7981.349787456,6.997,D,113409247,6339319,69672,224347,2,171592982528,65962897408,104695521280,2456.61,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
7986.350944376,7.598,D,113488784,6344031,69725,224524,2,171592982528,65962917888,104695259136,4095.05,0.00,241664,184320,32,20,11776000,11542528,8192,8187,
7991.351881672,5.999,R,113563172,6347762,69778,224691,2,171592982528,65962921984,104695259136,1638.09,0.00,241664,196608,32,21,11776000,11550720,8192,8188,
7996.352675517,4.799,R,113610505,6350733,69814,224796,2,171610021888,65905692672,104764203008,2457.21,13716964.00,241664,180224,32,20,11776000,11542528,8192,8187,
8001.354117302,6.798,R,113691988,6354961,69882,224994,2,171610021888,65898672128,104764203008,1637.93,0.00,241664,196608,32,21,11776000,11550720,8192,8188,
8006.354842241,7.199,R,113770454,6359670,69938,225194,2,171592982528,65894359040,104764203008,3276.32,0.00,241664,192512,32,20,11776000,11550720,8192,8187,
8011.356037509,7.598,R,113845588,6364133,69980,225394,2,171592982528,65894375424,104764203008,3276.02,0.00,241664,192512,32,21,11776000,11546624,8192,8188,
8016.357161441,7.198,D,113924872,6368598,70031,225598,2,171592982528,65894379520,104764203008,819.02,0.00,241664,212992,32,20,11776000,11571200,8192,8187,
8021.358618015,7.598,D,114008557,6373312,70083,225792,2,171592982528,65894387712,104764203008,2456.88,0.00,241664,217088,32,20,11776000,11575296,8192,8187,
8026.360738517,6.797,D,114083446,6377529,70134,225969,2,171592982528,65894391808,104764203008,818.85,0.00,241664,192512,32,20,11776000,11550720,8192,8187,
8031.361667161,7.199,R,114171246,6382209,70193,226161,2,171610021888,65908191232,104764203008,2457.14,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8036.362636290,7.199,R,114250878,6386473,70248,226359,2,171610021888,65896579072,104764203008,2457.12,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8041.363522319,7.599,D,114329876,6391182,70308,226547,2,171592982528,65894428672,104764203008,2457.16,0.00,241664,217088,32,20,11776000,11575296,8192,8187,
8046.364470203,7.199,D,114405010,6395645,70369,226738,2,171592982528,65894445056,104764203008,3276.18,0.00,241664,204800,32,20,11776000,11563008,8192,8187,
8051.365356528,7.599,R,114492853,6400364,70428,226918,2,171592982528,65894453248,104764203008,2457.16,0.00,241664,196608,32,20,11776000,11554816,8192,8187,
8056.366315420,7.199,R,114580447,6404840,70491,227105,2,171592982528,65894461440,104764203008,1638.09,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8061.367057812,8.399,R,114663922,6410038,70552,227263,2,171610021888,65908535296,104764203008,4095.39,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8066.368626357,6.798,R,114738564,6414257,70613,227466,2,171610021888,65907597312,104764203008,2456.83,0.00,241664,188416,32,20,11776000,11546624,8192,8187,
8071.370257202,7.198,D,114814660,6418722,70668,227674,2,171592982528,65894498304,104764203008,1637.87,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8076.371209865,7.199,D,114893954,6423189,70728,227869,2,171592982528,65894510592,104764203008,3276.18,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8081.372214488,6.799,R,114971882,6427409,70788,228039,2,171610021888,65906958336,104764203008,2457.11,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
8086.373496220,6.798,D,115047883,6431630,70846,228212,2,171592982528,65894526976,104764203008,818.99,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
8091.374359454,7.199,D,115123023,6436092,70901,228372,2,171592982528,65894539264,104764203008,3276.23,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8096.375365179,6.799,R,115202323,6440558,70963,228559,2,171592982528,65894547456,104764203008,1638.07,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8101.376435814,7.198,D,115277203,6444776,71025,228756,2,171592982528,65894555648,104764203008,1638.05,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8106.377572439,7.198,R,115357802,6449243,71093,228942,2,171610021888,65899835392,104764203008,2457.04,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8111.378453108,7.199,R,115440178,6453957,71150,229136,2,171592982528,65894576128,104764203008,2457.17,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8116.379332908,7.199,R,115522140,6458183,71213,229336,2,171610021888,65906491392,104764203008,3276.22,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8121.381025141,7.397,D,115602908,6462897,71268,229527,2,171592982528,65894608896,104764203008,3275.69,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
8126.381777483,6.999,R,115677791,6467114,71323,229732,2,171610021888,65911640064,104764203008,819.08,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8131.383360146,7.198,R,115757318,6471820,71386,229924,2,171610021888,65909936128,104764203008,1637.88,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8136.384448796,7.198,S,115836613,6476290,71450,230116,2,171592982528,65894633472,104764203008,3276.09,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8141.385413999,7.199,R,115911497,6480508,71500,230317,2,171592982528,65894641664,104764203008,1638.08,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8146.386359014,6.599,D,115998842,6484740,71564,230536,2,171592982528,65894645760,104764203008,1638.09,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8151.387260102,7.799,D,116074227,6489446,71628,230715,2,171592982528,65894662144,104764203008,3276.21,0.00,241664,167936,32,21,11776000,11526144,8192,8188,
8156.388411671,5.999,S,116140546,6493411,71681,230870,2,171592982528,65894670336,104764203008,1638.02,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8161.389432686,6.799,R,116231853,6497445,71741,231061,2,171610021888,65896202240,104762892288,425078.00,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8166.390400820,8.198,D,116303544,6502594,71808,231223,2,171592982528,65894699008,104762892288,4914.25,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8171.391476677,7.598,D,116387234,6507309,71872,231401,2,171592982528,65894711296,104762892288,2457.07,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8176.392351644,7.199,D,116466523,6511775,71927,231606,2,171592982528,65894719488,104762892288,2457.17,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8181.393148375,6.999,D,116541402,6515993,71981,231813,2,171592982528,65894727680,104762892288,1638.14,0.00,241664,172032,32,20,11776000,11534336,8192,8187,
8186.393796632,6.799,R,116623932,6520217,72037,232020,2,171610021888,65908928512,104762892288,1638.19,0.00,241664,167936,32,21,11776000,11526144,8192,8188,
8191.394758002,7.199,R,116701109,6524684,72099,232211,2,171610021888,65900290048,104762892288,3276.17,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8196.395654377,6.799,D,116770466,6528897,72155,232378,2,171592982528,65894760448,104762892288,2457.16,0.00,241664,163840,32,20,11776000,11526144,8192,8187,
8201.396753172,6.799,S,116849752,6533364,72216,232593,2,171592982528,65894776832,104762892288,2457.06,0.00,241664,163840,32,20,11776000,11526144,8192,8187,
8206.398412520,7.597,R,116933274,6537916,72278,232773,2,171610021888,65899380736,104762892288,3275.71,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8211.399057155,6.399,R,117003718,6541846,72331,232961,2,171610021888,65896255488,104762892288,1638.19,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8216.400172831,7.398,R,117083212,6546515,72388,233154,2,171592982528,65894805504,104762892288,1638.03,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8221.401034851,6.999,R,117162508,6550983,72439,233361,2,171592982528,65894821888,104762892288,4095.29,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8226.402141223,7.198,R,117244528,6555207,72492,233571,2,171610021888,65906995200,104762892288,1638.04,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8231.403228106,6.998,D,117320838,6559672,72550,233784,2,171592982528,65894838272,104762892288,1638.04,0.00,241664,176128,32,21,11776000,11534336,8192,8188,
8236.404054890,7.399,R,117399971,6564135,72606,233967,2,171610021888,65911205888,104762892288,3276.26,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8241.405584178,7.798,D,117484067,6569097,72664,234160,2,171592982528,65894862848,104762892288,2456.85,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8246.406748055,6.998,R,117565947,6573321,72721,234359,2,171610021888,65906495488,104762892288,2457.03,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8251.407555639,7.399,D,117646790,6578034,72773,234559,2,171592982528,65894879232,104762892288,1638.14,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8256.408620097,6.999,R,117721688,6582253,72833,234767,2,171610021888,65894887424,104762892288,1638.05,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8261.409549004,7.199,R,117801049,6586816,72882,234969,2,171610021888,65901023232,104762892288,3276.19,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
8266.410682622,6.998,D,117876084,6591180,72931,235184,2,171592982528,65894907904,104762892288,1638.03,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8271.411895736,7.398,D,117955371,6595647,72989,235377,2,171592982528,65894920192,104762892288,2457.00,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8276.412903603,6.599,D,118042727,6599880,73060,235568,2,171592982528,65894928384,104762892288,2457.10,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8281.413704876,7.399,R,118111588,6604334,73113,235760,2,171610021888,65903325184,104762630144,3276.28,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8286.414469085,6.999,D,118188831,6608800,73158,235986,2,171592982528,65894957056,104762630144,2457.22,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8291.415471915,6.999,R,118276317,6613173,73218,236196,2,171610021888,65904156672,104762630144,2457.11,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8296.416591977,7.198,D,118355462,6617499,73273,236412,2,171592982528,65894977536,104762630144,1638.03,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8301.417449628,7.199,R,118426441,6621959,73332,236603,2,171592982528,65895002112,104762630144,4914.36,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8306.418534346,6.599,D,118501327,6626177,73389,236778,2,171592982528,65895010304,104762630144,2457.07,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8311.419462507,6.799,D,118572056,6630391,73441,236961,2,171592982528,65895022592,104762630144,2457.14,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
8316.420306953,7.399,S,118655747,6635106,73505,237143,2,171592982528,65895034880,104762630144,2457.19,0.00,241664,163840,32,20,11776000,11526144,8192,8187,
8321.421037748,7.399,D,118735041,6639573,73557,237336,2,171592982528,65895047168,104762368000,3276.32,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8326.422080160,7.798,D,118818732,6644288,73614,237519,2,171592982528,65895059456,104762368000,2457.09,0.00,241664,196608,32,20,11776000,11554816,8192,8187,
8331.422906226,7.399,D,118906579,6649007,73670,237676,2,171592982528,65895067648,104762368000,2457.19,0.00,241664,196608,32,20,11776000,11554816,8192,8187,
8336.423654405,6.999,R,118985624,6653230,73740,237868,2,171592982528,65895075840,104762368000,1638.15,0.00,241664,200704,32,21,11776000,11554816,8192,8188,
8341.424541478,7.199,S,119061003,6657935,73792,238073,2,171592982528,65895092224,104762368000,4095.27,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8346.425248694,5.999,R,119135064,6661419,73839,238235,2,171610021888,65911721984,104762368000,1638.17,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8351.425961208,7.799,D,119210762,6666372,73892,238414,2,171592982528,65895112704,104762368000,3276.33,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8356.426740513,7.799,R,119294558,6671088,73962,238573,2,171610021888,65895395328,104762368000,2457.22,0.00,241664,188416,32,20,11776000,11546624,8192,8187,
8361.427344441,7.199,R,119375128,6675555,74015,238743,2,171610021888,65900679168,104762368000,3276.40,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8366.428458993,6.399,R,119448391,6679530,74077,238918,2,171592982528,65895149568,104762105856,4914.10,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8371.429281458,6.799,D,119519117,6683742,74129,239102,2,171592982528,65895153664,104762105856,819.07,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8376.430289213,6.799,D,119594006,6687960,74184,239314,2,171592982528,65895165952,104762105856,2457.10,0.00,241664,217088,32,20,11776000,11575296,8192,8187,
8381.431141454,7.199,R,119677391,6692429,74246,239503,2,171610021888,65911939072,104762105856,2457.18,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8386.433017438,7.197,R,119752637,6696895,74302,239709,2,171610021888,65895321600,104762105856,2456.68,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8391.433829715,6.799,R,119848488,6701379,74359,239927,2,171592982528,65895194624,104762105856,1638.13,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8396.434664078,6.799,R,119910657,6705340,74403,240112,2,171609759744,65903312896,104762105856,2457.19,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8401.435721189,6.399,R,119973553,6709301,74458,240267,2,171610021888,65898188800,104762105856,1638.05,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8406.436635528,5.999,R,120043045,6713027,74516,240420,2,171592982528,65895223296,104762105856,2457.15,0.00,241664,172032,32,20,11776000,11534336,8192,8187,
8411.437577408,6.999,D,120118180,6717489,74576,240619,2,171592982528,65895235584,104762105856,2457.14,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8416.438296245,7.399,D,120205778,6721965,74634,240816,2,171592982528,65895243776,104762105856,1638.16,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8421.439495285,7.198,R,120285044,6726430,74696,241007,2,171610021888,65912143872,104762105856,2457.01,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8426.440772396,7.198,R,120360204,6730893,74749,241201,2,171592982528,65895264256,104762105856,2456.97,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8431.441769103,7.199,S,120448052,6735612,74822,241392,2,171592982528,65895272448,104762105856,1638.07,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8436.442719865,7.799,D,120523432,6740317,74883,241566,2,171592982528,65895284736,104762105856,3276.18,0.00,241664,196608,32,20,11776000,11554816,8192,8187,
8441.443773079,6.599,R,120598202,6744422,74938,241737,2,171610021888,65902948352,104762105856,1638.05,0.00,241664,200704,32,21,11776000,11554816,8192,8188,
8446.444839478,7.398,D,120677610,6749002,75000,241914,2,171592982528,65895305216,104762105856,2457.08,0.00,241664,200704,32,21,11776000,11554816,8192,8188,
8451.445718247,6.799,D,120756652,6753226,75059,242120,2,171592982528,65895317504,104762105856,3276.22,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8456.446601586,6.399,D,120831289,6757201,75123,242295,2,171592982528,65895325696,104762105856,1638.11,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8461.447515427,6.599,R,120901783,6761184,75179,242460,2,171610021888,65895337984,104762105856,2457.15,0.00,241664,229376,32,21,11776000,11587584,8192,8188,
8466.448484193,7.199,R,120976998,6765730,75237,242658,2,171610021888,65901477888,104762105856,3276.17,0.00,241664,233472,32,22,11776000,11587584,8192,8189,
8471.449428405,7.199,R,121059545,6770101,75290,242855,2,171610021888,65909014528,104762105856,1638.09,0.00,241664,163840,32,21,11776000,11522048,8192,8188,
8476.451735189,7.596,R,121139879,6774815,75350,243038,2,171592982528,65895374848,104762105856,3275.29,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8481.452596090,6.799,D,121210608,6779029,75399,243215,2,171592982528,65895387136,104762105856,2457.18,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
8486.453305716,6.799,R,121293801,6783258,75460,243423,2,171592982528,65895399424,104762105856,2457.25,0.00,241664,233472,32,21,11776000,11587584,8192,8188,
8491.454179416,6.799,R,121364525,6787471,75522,243591,2,171592982528,65895407616,104762105856,1638.11,0.00,241664,229376,32,20,11776000,11587584,8192,8187,
8496.455032881,7.199,D,121444066,6792181,75589,243768,2,171592982528,65895419904,104762105856,3276.24,0.00,241664,159744,32,20,11776000,11522048,8192,8187,
