epoch,fsops_rate,proc_state,minor_flt,major_flt,utime,ktime,num_threads,vmem_sz,pmem_sz,swap_bytes_used,swap_sdb1_bytes_read,swap_sdb1_bytes_written,ext2_capacity,ext2_free,ext2_inodes,ext2_ifree,ext4_capacity,ext4_free,ext4_inodes,ext4_ifree,
2755.594440541,54.761,S,52621249,3145197,37195,117002,2,24866557952,23845597184,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
2760.595425220,45.191,S,52689954,3149378,37262,117216,2,24866557952,23845601280,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
2765.596621992,41.990,R,52753205,3153245,37334,117422,2,24868917248,23845601280,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2770.597635703,54.789,R,52835912,3158290,37405,117632,2,24866557952,23845601280,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2775.598165976,56.394,S,52922248,3163544,37467,117846,2,24866557952,23845605376,0,0.00,0.00,241664,167936,32,20,2048000,1974272,256,244,
2780.598836968,59.192,R,53011881,3168984,37528,118037,2,24868917248,23846551552,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
2785.599433013,65.992,S,53112555,3175125,37595,118231,2,24866557952,23845609472,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
2790.600119716,53.193,R,53193395,3180028,37662,118436,2,24868917248,23845609472,0,0.00,0.00,241664,172032,32,20,2048000,1978368,256,244,
2795.600905212,47.593,S,53265771,3184449,37729,118647,2,24866557952,23845613568,0,0.00,0.00,241664,172032,32,20,2048000,1978368,256,244,
2800.602254956,59.984,R,53356972,3189999,37800,118853,2,24866557952,23845613568,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
2805.602831758,57.193,S,53443916,3195290,37860,119080,2,24866557952,23845617664,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
2810.603506817,65.591,R,53543021,3201321,37920,119290,2,24866557952,23845617664,0,0.00,0.00,241664,176128,32,21,2048000,1982464,256,245,
2815.603995999,59.994,R,53635381,3206899,37992,119497,2,24868917248,23845621760,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
2820.604486067,61.594,R,53728425,3212574,38056,119712,2,24866557952,23845621760,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
2825.605126540,64.392,R,53825743,3218526,38127,119935,2,24866557952,23845625856,0,0.00,0.00,241664,172032,32,20,2048000,1978368,256,244,
2830.605882506,57.191,R,53913258,3223822,38216,120157,2,24866820096,23845625856,0,0.00,0.00,241664,176128,32,21,2048000,1982464,256,245,
2835.606488814,55.993,R,53999521,3229012,38283,120370,2,24866557952,23845629952,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
2840.607439549,55.190,S,54083462,3234150,38346,120592,2,24866557952,23845629952,0,0.00,0.00,241664,212992,32,21,2048000,2015232,256,245,
2845.607947928,64.393,R,54181314,3240075,38404,120816,2,24866557952,23845634048,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
2850.608995081,65.986,R,54280492,3246170,38468,121029,2,24866557952,23845634048,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
2855.609532808,67.193,R,54383235,3252419,38530,121234,2,24868917248,23847165952,0,0.00,0.00,241664,176128,32,21,2048000,1982464,256,245,
2860.610071788,63.193,S,54479309,3258269,38596,121449,2,24866557952,23845638144,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
2865.610503319,73.194,S,54590003,3265035,38665,121649,2,24866557952,23845642240,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
2870.611102133,53.194,D,54670260,3269919,38725,121868,2,24866557952,23845642240,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
2875.611581408,65.594,R,54771116,3275997,38795,122076,2,24866660352,23845650432,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
2880.612303663,54.392,S,54854411,3281066,38855,122292,2,24866660352,23845650432,0,0.00,0.00,241664,167936,32,20,2048000,1974272,256,244,
2885.612955743,64.792,R,54951325,3287014,38926,122506,2,24869019648,23846330368,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2890.613420129,69.194,S,55058092,3293461,38999,122719,2,24866660352,23845654528,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
2895.613922063,64.793,R,55156553,3299423,39060,122944,2,24868757504,23847755776,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
2900.614469393,64.793,R,55253762,3305403,39123,123163,2,24869019648,23847415808,0,0.00,0.00,241664,196608,32,20,2048000,2002944,256,244,
2905.614990173,65.593,S,55354227,3311512,39199,123376,2,24866660352,23845662720,0,0.00,0.00,241664,200704,32,21,2048000,2007040,256,245,
2910.615529780,59.994,R,55444820,3317025,39266,123588,2,24866660352,23845662720,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
2915.616221390,49.593,S,55521391,3321655,39329,123791,2,24866660352,23845666816,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
2920.617024555,60.790,R,55612629,3327237,39400,123998,2,24869019648,23845666816,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
2925.617709073,64.391,S,55710555,3333226,39471,124200,2,24866660352,23845670912,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
2930.618362911,60.792,R,55803505,3338823,39539,124407,2,24866660352,23845670912,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
2935.619031231,64.391,R,55900486,3344771,39611,124605,2,24869019648,23846621184,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2940.619700304,61.592,S,55994492,3350505,39679,124805,2,24866660352,23845675008,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
2945.620467651,66.190,R,56094814,3356610,39747,125002,2,24866660352,23845679104,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
2950.621175596,59.392,R,56185459,3362092,39815,125215,2,24869019648,23845949440,0,0.00,0.00,241664,188416,32,21,2048000,1990656,256,245,
2955.621897499,60.391,S,56278926,3367725,39897,125419,2,24866660352,23845679104,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2960.622637320,58.791,R,56366109,3373113,39975,125616,2,24869019648,23846084608,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
2965.623226495,58.793,R,56455829,3378552,40038,125830,2,24869019648,23847575552,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2970.623923551,49.193,R,56530143,3383102,40111,126053,2,24866660352,23845683200,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
2975.624649349,49.993,R,56606303,3387728,40172,126272,2,24869019648,23846227968,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
2980.625325714,58.792,D,56695520,3393166,40239,126471,2,24866660352,23845687296,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
2985.625942518,58.793,R,56789465,3398645,40306,126677,2,24866660352,23845691392,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
2990.626814379,53.191,R,56865761,3403526,40370,126894,2,24866660352,23845691392,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
2995.627521829,58.792,S,56956315,3409007,40442,127104,2,24866660352,23845691392,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3000.628076033,68.392,R,57059370,3415293,40513,127308,2,24869019648,23846776832,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3005.628575395,59.594,S,57151447,3420852,40580,127518,2,24866660352,23845695488,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3010.629202756,65.592,S,57250018,3426910,40637,127735,2,24866660352,23845699584,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3015.629710876,59.594,S,57340611,3432423,40707,127939,2,24866660352,23845703680,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3020.630317473,63.592,S,57437856,3438311,40788,128145,2,24866660352,23845703680,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3025.630917237,64.392,S,57535173,3444263,40858,128350,2,24866660352,23845707776,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3030.631429391,54.794,R,57618309,3449296,40929,128564,2,24869019648,23847464960,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3035.633231479,58.379,R,57707237,3454734,40999,128779,2,24869019648,23847239680,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3040.634194445,46.791,R,57778338,3459031,41072,128993,2,24866660352,23845711872,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3045.634845838,47.594,D,57850690,3463434,41134,129182,2,24866660352,23845711872,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3050.635399706,45.595,R,57921753,3467699,41182,129376,2,24866660352,23845715968,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3055.635982176,47.194,S,57992354,3472055,41233,129570,2,24866660352,23845715968,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3060.636619953,57.993,R,58081061,3477406,41297,129776,2,24869019648,23845715968,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3065.637314778,61.991,R,58173896,3483114,41360,129988,2,24869019648,23846936576,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3070.637976772,59.592,R,58264488,3488627,41438,130181,2,24869019648,23846936576,0,0.00,0.00,241664,221184,32,21,2048000,2023424,256,245,
3075.638789656,60.790,R,58357193,3494287,41508,130372,2,24866697216,23845724160,0,0.00,0.00,241664,172032,32,20,2048000,1978368,256,244,
3080.639356092,70.392,R,58463595,3500762,41579,130582,2,24866660352,23845728256,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3085.639966892,69.591,R,58569802,3507201,41649,130794,2,24869019648,23847350272,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3090.640522552,62.393,S,58665415,3513014,41722,131006,2,24866660352,23845732352,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3095.641113053,57.193,D,58751180,3518263,41790,131222,2,24866660352,23845732352,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3100.641679379,59.593,R,58842366,3523803,41868,131436,2,24869019648,23847264256,0,0.00,0.00,241664,196608,32,20,2048000,2002944,256,244,
3105.643093557,61.183,R,58934861,3529438,41940,131639,2,24869019648,23845867520,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
3110.643671667,60.393,R,59028734,3535040,42012,131855,2,24869019648,23847362560,0,0.00,0.00,241664,176128,32,21,2048000,1982464,256,245,
3115.644403194,63.991,R,59124458,3540949,42075,132069,2,24866660352,23845740544,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3120.645086106,58.392,R,59212860,3546347,42149,132274,2,24869019648,23846555648,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3125.645690317,62.392,S,59309253,3552165,42222,132488,2,24866660352,23845744640,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3130.648438185,62.766,S,59404709,3557974,42296,132692,2,24866660352,23845744640,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3135.649029661,61.193,D,59495986,3563588,42357,132904,2,24866762752,23845752832,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3140.649797137,63.590,R,59593801,3569481,42427,133112,2,24869122048,23847854080,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3145.650422550,66.392,D,59693587,3575613,42492,133319,2,24866762752,23845756928,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3150.650867680,56.395,R,59780110,3580836,42554,133542,2,24869122048,23846572032,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3155.651362355,58.394,S,59869833,3586279,42625,133738,2,24866762752,23845761024,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3160.652184043,51.592,S,59948837,3591057,42682,133960,2,24866762752,23845761024,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3165.652912445,59.991,R,60037876,3596556,42745,134158,2,24869122048,23846305792,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
3170.653466363,58.793,R,60128265,3602034,42817,134362,2,24869122048,23847292928,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3175.654099745,63.192,S,60224336,3607882,42884,134565,2,24866762752,23845769216,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
3180.654486372,68.395,S,60327735,3614204,42952,134758,2,24866762752,23845773312,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3185.654948643,69.194,R,60432895,3620586,43013,134958,2,24869122048,23845773312,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
3190.655844400,50.791,S,60510137,3625304,43072,135191,2,24866762752,23845777408,0,0.00,0.00,241664,176128,32,21,2048000,1986560,256,245,
3195.656833188,48.390,D,60584276,3629786,43135,135421,2,24866762752,23845777408,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3200.657825770,66.387,R,60686880,3635911,43213,135637,2,24866762752,23845777408,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3205.658462851,67.991,S,60787993,3642213,43269,135845,2,24866762752,23845781504,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3210.659321464,55.590,S,60872506,3647356,43334,136077,2,24866762752,23845781504,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3215.660140033,50.792,R,60949972,3652024,43404,136304,2,24869122048,23846862848,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3220.664668259,55.550,S,61034234,3657198,43478,136502,2,24866762752,23845781504,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3225.666824077,67.171,R,61136935,3663388,43546,136716,2,24869122048,23845785600,0,0.00,0.00,241664,196608,32,21,2048000,2002944,256,245,
3230.667397911,60.393,S,61229899,3669016,43618,136944,2,24866762752,23845785600,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3235.668176031,50.792,S,61305404,3673700,43689,137157,2,24866762752,23845789696,0,0.00,0.00,241664,200704,32,21,2048000,2002944,256,245,
3240.669167775,51.590,R,61383836,3678473,43760,137364,2,24866762752,23845789696,0,0.00,0.00,241664,200704,32,21,2048000,2002944,256,245,
3245.669919519,61.191,S,61479716,3684159,43834,137572,2,24866762752,23845793792,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3250.670473818,57.194,S,61563805,3689425,43909,137770,2,24866762752,23845793792,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3255.671246747,66.390,R,61664704,3695543,43980,137983,2,24869122048,23845797888,0,0.00,0.00,241664,172032,32,20,2048000,1978368,256,244,
3260.671781729,63.193,R,61761333,3701386,44054,138192,2,24866762752,23845797888,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3265.672628542,61.590,R,61854395,3707079,44123,138407,2,24866762752,23845801984,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3270.673422914,58.391,R,61942592,3712476,44196,138620,2,24866762752,23845801984,0,0.00,0.00,241664,192512,32,20,2048000,1994752,256,244,
3275.674021832,54.393,R,62027029,3717555,44264,138825,2,24866762752,23845806080,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3280.674773462,54.792,R,62108577,3722577,44331,139037,2,24866762752,23845806080,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3285.675315461,48.395,S,62182752,3727091,44405,139236,2,24866762752,23845806080,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
3290.676087053,55.991,R,62268423,3732260,44478,139456,2,24869122048,23845810176,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3295.676736313,63.592,R,62365086,3738134,44550,139663,2,24869122048,23845810176,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3300.677778719,59.987,R,62457024,3743683,44625,139882,2,24869122048,23846490112,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3305.678293462,67.993,S,62559108,3749994,44698,140095,2,24866762752,23845818368,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3310.678889938,65.992,R,62659235,3756063,44775,140292,2,24869122048,23847440384,0,0.00,0.00,241664,184320,32,21,2048000,1990656,256,245,
3315.679680551,61.190,S,62752452,3761760,44845,140502,2,24866762752,23845822464,0,0.00,0.00,241664,184320,32,20,2048000,1986560,256,244,
3320.680474456,58.791,R,62842381,3767192,44912,140707,2,24869122048,23845822464,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3325.681260610,53.192,R,62922656,3772088,44978,140904,2,24866762752,23845822464,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
3330.682282236,56.388,S,63008422,3777337,45054,141104,2,24866762752,23845826560,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3335.682881488,59.993,D,63100192,3782892,45135,141307,2,24866799616,23845826560,0,0.00,0.00,241664,176128,32,21,2048000,1982464,256,245,
3340.683615969,65.990,R,63199336,3788955,45201,141513,2,24866762752,23845830656,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3345.684196877,64.792,R,63297832,3794949,45271,141717,2,24866762752,23845830656,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
3350.684776924,58.793,R,63391525,3800424,45342,141945,2,24869122048,23847051264,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3355.685355098,64.393,R,63485668,3806350,45407,142162,2,24866762752,23845834752,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3360.685989992,48.794,R,63560417,3810871,45470,142389,2,24869122048,23845838848,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3365.686691022,57.992,R,63647686,3816225,45535,142612,2,24869122048,23846785024,0,0.00,0.00,241664,196608,32,21,2048000,2002944,256,245,
3370.687407476,63.991,R,63744806,3822145,45609,142826,2,24869122048,23846113280,0,0.00,0.00,241664,188416,32,20,2048000,1994752,256,244,
3375.688122530,69.990,R,63851168,3828620,45664,143033,2,24869122048,23845974016,0,0.00,0.00,241664,200704,32,20,2048000,2007040,256,244,
3380.688709799,67.992,S,63955084,3834946,45722,143232,2,24866762752,23845847040,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3385.689418082,57.992,D,64043244,3840311,45781,143447,2,24866799616,23845847040,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3390.689974632,76.791,R,64161114,3847421,45838,143655,2,24869224448,23847383040,0,0.00,0.00,241664,184320,32,20,2048000,1990656,256,244,
3395.690388347,67.594,R,64263840,3853646,45907,143855,2,24866865152,23845859328,0,0.00,0.00,241664,188416,32,21,2048000,1994752,256,245,
3400.691076929,65.991,R,64362478,3859737,45983,144059,2,24869224448,23845859328,0,0.00,0.00,241664,188416,32,21,2048000,1994752,256,245,
3405.691470644,69.195,R,64468203,3866142,46039,144271,2,24868962304,23847960576,0,0.00,0.00,241664,200704,32,21,2048000,2007040,256,245,
3410.692246730,62.790,R,64564831,3871992,46113,144484,2,24869224448,23847391232,0,0.00,0.00,241664,200704,32,21,2048000,2007040,256,245,
3415.693024741,58.791,R,64653036,3877390,46185,144693,2,24866865152,23845867520,0,0.00,0.00,241664,221184,32,21,2048000,2027520,256,245,
3420.693501620,65.194,R,64753318,3883463,46261,144908,2,24866865152,23845867520,0,0.00,0.00,241664,172032,32,21,2048000,1982464,256,245,
3425.694252782,65.990,R,64853033,3889531,46335,145114,2,24866865152,23845871616,0,0.00,0.00,241664,188416,32,21,2048000,1994752,256,245,
3430.694944919,60.792,R,64944915,3895182,46414,145328,2,24866865152,23845871616,0,0.00,0.00,241664,204800,32,20,2048000,2011136,256,244,
3435.695614747,57.992,R,65033363,3900516,46491,145539,2,24869224448,23847092224,0,0.00,0.00,241664,208896,32,21,2048000,2015232,256,245,
3440.696981900,58.784,R,65122440,3905980,46575,145735,2,24869224448,23847403520,0,0.00,0.00,241664,196608,32,21,2048000,2002944,256,245,
3445.698079936,54.788,S,65205749,3911055,46645,145946,2,24866865152,23845879808,0,0.00,0.00,241664,172032,32,21,2048000,1982464,256,245,
3450.699743410,61.180,R,65299307,3916689,46720,146169,2,24866865152,23845879808,0,0.00,0.00,241664,192512,32,21,2048000,1994752,256,245,
3455.700418251,60.392,S,65390581,3922303,46798,146379,2,24866865152,23845883904,0,0.00,0.00,241664,188416,32,20,2048000,1990656,256,244,
3460.701043776,58.793,S,65479958,3927742,46862,146594,2,24866865152,23845883904,0,0.00,0.00,241664,192512,32,21,2048000,1998848,256,245,
3465.701764332,57.592,S,65568080,3933075,46927,146809,2,24866865152,23845883904,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3470.702374500,59.593,R,65658065,3938551,47002,147024,2,24869224448,23845883904,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3475.703008875,60.392,R,65750456,3944156,47073,147227,2,24869224448,23845888000,0,0.00,0.00,241664,200704,32,21,2048000,2002944,256,245,
3480.703487983,62.394,R,65844489,3949906,47140,147448,2,24869224448,23847239680,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3485.704029684,65.193,D,65943863,3955973,47201,147664,2,24866902016,23845892096,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3490.704684109,66.391,D,66047075,3962135,47256,147885,2,24866902016,23845892096,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3495.705286272,61.193,R,66137797,3967762,47315,148098,2,24869224448,23845896192,0,0.00,0.00,241664,184320,32,20,2048000,1986560,256,244,
3500.707740675,61.970,R,66232049,3973508,47382,148317,2,24869224448,23847424000,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3505.708629641,58.390,R,66320235,3978877,47449,148528,2,24869224448,23845900288,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3510.709264739,60.792,R,66413813,3984542,47518,148738,2,24866865152,23845900288,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3515.709865708,63.992,R,66510487,3990425,47580,148945,2,24866865152,23845904384,0,0.00,0.00,241664,172032,32,20,2048000,1978368,256,244,
3520.710451054,65.192,S,66609627,3996488,47658,149150,2,24866865152,23845904384,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3525.711121843,66.191,D,66710520,4002598,47733,149355,2,24866865152,23845908480,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3530.713500686,67.368,S,66813272,4008851,47805,149560,2,24866865152,23845908480,0,0.00,0.00,241664,176128,32,21,2048000,1982464,256,245,
3535.714052262,61.993,R,66906921,4014566,47869,149768,2,24869224448,23845912576,0,0.00,0.00,241664,163840,32,20,2048000,1970176,256,244,
3540.714744634,62.791,R,67002956,4020388,47938,149980,2,24869224448,23847440384,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3545.715338104,61.593,R,67095994,4026056,48003,150192,2,24866865152,23845916672,0,0.00,0.00,241664,172032,32,21,2048000,1978368,256,245,
3550.715959588,65.592,R,67195706,4032124,48059,150416,2,24866865152,23845916672,0,0.00,0.00,241664,184320,32,20,2048000,1986560,256,244,
3555.716475317,61.594,D,67288768,4037817,48121,150634,2,24866865152,23845920768,0,0.00,0.00,241664,196608,32,21,2048000,1998848,256,245,
3560.717026021,62.793,R,67384224,4043626,48178,150852,2,24866865152,23845920768,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3565.717657362,63.592,R,67481468,4049514,48246,151056,2,24866865152,23845924864,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3570.718197671,67.593,R,67584220,4055767,48308,151264,2,24866865152,23845924864,0,0.00,0.00,241664,217088,32,20,2048000,2019328,256,244,
3575.718965599,66.390,S,67685757,4061946,48390,151459,2,24866865152,23845928960,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3580.719511729,61.193,R,67778211,4067602,48460,151661,2,24866865152,23845928960,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3585.720173765,54.393,R,67861459,4072634,48531,151879,2,24869224448,23847460864,0,0.00,0.00,241664,200704,32,21,2048000,2002944,256,245,
3590.720799877,53.193,S,67941764,4077555,48595,152091,2,24866865152,23845933056,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3595.721539624,52.392,S,68021984,4082407,48659,152297,2,24866865152,23845937152,0,0.00,0.00,241664,172032,32,21,2048000,1978368,256,245,
3600.722115650,59.593,D,68111397,4087878,48739,152517,2,24866865152,23845937152,0,0.00,0.00,241664,196608,32,20,2048000,1998848,256,244,
3605.722698190,49.994,R,68188256,4092509,48811,152745,2,24869224448,23847022592,0,0.00,0.00,241664,180224,32,20,2048000,1982464,256,244,
3610.723488006,57.991,S,68276165,4097905,48886,152958,2,24866865152,23845941248,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3615.724419035,51.590,R,68354163,4102642,48948,153162,2,24869224448,23846621184,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3620.725240792,43.993,R,68422584,4106726,49023,153393,2,24866865152,23845945344,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3625.726321813,47.390,R,68493223,4111114,49091,153615,2,24866865152,23845945344,0,0.00,0.00,241664,229376,32,20,2048000,2035712,256,244,
3630.727946675,48.984,R,68567998,4115661,49156,153841,2,24869224448,23847477248,0,0.00,0.00,241664,167936,32,21,2048000,1974272,256,245,
3635.728662182,63.991,S,68665858,4121590,49230,154056,2,24866865152,23845949440,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3640.729207538,48.795,R,68741172,4126114,49306,154277,2,24869224448,23847477248,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3645.729966725,42.394,S,68803914,4130021,49377,154501,2,24866967552,23845957632,0,0.00,0.00,241664,180224,32,20,2048000,1982464,256,244,
3650.730779440,43.593,R,68870720,4134027,49444,154725,2,24869064704,23848054784,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3655.731635398,46.792,R,68941857,4138356,49516,154952,2,24866967552,23845961728,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3660.732381505,47.593,S,69014247,4142791,49596,155164,2,24866967552,23845961728,0,0.00,0.00,241664,233472,32,21,2048000,2039808,256,245,
3665.733055588,50.393,D,69090284,4147448,49670,155368,2,24867004416,23845961728,0,0.00,0.00,241664,229376,32,21,2048000,2035712,256,245,
3670.733699115,58.792,R,69180195,4152860,49743,155592,2,24869064704,23848062976,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3675.734698371,46.391,R,69252595,4157168,49817,155839,2,24869326848,23846506496,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3680.735630942,58.789,S,69339566,4162618,49886,156047,2,24866967552,23845969920,0,0.00,0.00,241664,180224,32,20,2048000,1982464,256,244,
3685.736467579,53.191,R,69420964,4167512,49943,156283,2,24866967552,23845969920,0,0.00,0.00,241664,180224,32,20,2048000,1982464,256,244,
3690.737393551,55.990,R,69505551,4172719,50003,156499,2,24866967552,23845974016,0,0.00,0.00,241664,180224,32,20,2048000,1982464,256,244,
3695.738040626,61.192,R,69597967,4178343,50063,156714,2,24866967552,23845974016,0,0.00,0.00,241664,180224,32,20,2048000,1982464,256,244,
3700.738885731,51.591,R,69676400,4183116,50132,156933,2,24866967552,23845978112,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
3705.739635010,52.392,R,69756619,4187968,50200,157144,2,24866967552,23845978112,0,0.00,0.00,241664,233472,32,22,2048000,2039808,256,246,
3710.740209328,57.193,R,69844152,4193283,50276,157366,2,24869326848,23845978112,0,0.00,0.00,241664,184320,32,21,2048000,1986560,256,245,
